10000,-15.513641195087379
20000,6.618997861904431
30000,25.49733658691785
40000,43.80256230117051
50000,25.84060271570152
60000,76.34614552274039
70000,39.29048859318076
80000,84.63303559323387
90000,148.13349181378615
100000,210.11372367477412
110000,207.88626346399536
120000,208.24165324086198
130000,191.67550429452302
140000,210.0461915448215
150000,229.10743991125713
160000,237.477969055565
170000,192.67932717705827
180000,216.459912966412
190000,239.24462864019523
200000,307.8948366498684
210000,322.01151875465587
220000,316.4338304406119
230000,316.28374592419186
240000,324.1434096120854
250000,338.113445778164
260000,337.30511239077947
270000,337.3333611203294
280000,342.25470971545644
290000,346.3049476043264
300000,350.510484069405
310000,351.2917139787734
320000,353.7966325907267
330000,352.8194606817359
340000,345.90707425762565
350000,349.33655643900795
360000,350.3989820929936
370000,358.38291762000847
